SMILES,CID
OCC1=CC(=O)C(=CO1)O,3840
Oc1ccc(cc1)/C=C/c2cc(O)cc(O)c2,445154
OC(=O)CCc1ccccc1,107
c1ccc(cc1)C#Cc2ccccc2,10390
COc1ccc(CN2CCNCC2)c(OC)c1OC,21109
[Na].O[S](=O)(=O)c1ccc(Br)cc1,24193064
O=C1CCCCCO1,10401
O=C1CCCCCCC1,10403
CCOC(=S)SSC(=S)OCC,10404
CCCCC(=O)CCCC,10405
CC(C)=CCC\C(C)=C\C=C\C(C)=C\C=C\C(C)=C\C=C\C=C(C)\C=C\C=C(C)\C=C\C=C(C)\CCC=C(C)C,446925
CC(C)CCCC(C)CCCC(C)CCCC(C)=O,10408
O=C1COC(=O)CO1,65432
O[S](=O)(=O)C[S](O)(=O)=O,10427
CC(C)CC(O)=O,10430
CC(Cl)C[N+]([O-])=O,95536
O=C1CNC(=S)N1,1274030
[Br-].CC[N+](C)(C)Cc1ccccc1,15311997
C1CN2CC(N=C2S1)c3ccccc3,3913
NCCCn1ccnc1,78736
COc1c(Cl)ccc(Cl)c1Cl,39656
CC(=O)Nc1ccc(OCCO)cc1,170834
[Cl-].CC(=C)C(=O)OCC[N+](C)(C)C,78738
O=C1CCCC(=O)C1,10434
CC(C)=CC(=O)C=C(C)C,10438
Nc1ccncc1,1727
Nc1ccccn1,10439
OCCCO,10442
CCCCC(CC)COC(=O)CCS,92640
CC1(OC(=O)N(C1=O)c2cc(Cl)cc(Cl)c2)C=C,39676
CSCCCO,10448
C1CSCSC1,10451
C1CSCCS1,10452
CC(C)CCCC(C)CCCC(C)CCCC(C)(O)C=C,10453
OC(=O)CCCCCCC(O)=O,10457
OC(=O)CCCCCCCCCCCC(O)=O,10458
ClCCSCCCl,10461
C1CCOCOC1,68162
CCCOCOCCC,68165
CC(C)NC[C@@H](O)COc1cccc2ccccc12,21138
CC(C)OC(=O)C(C(=O)OC(C)C)=C1SCCS1,39681
[Na].Oc1cc(Cl)c(Br)cc1Cl,6335915
COCCN(C(=O)CCl)c1c(C)cccc1C,39722
OC(=O)c1cc(Oc2ccc(cc2Cl)C(F)(F)F)ccc1[N+]([O-])=O,44073
COC(=O)c1cc(Oc2ccc(cc2Cl)C(F)(F)F)ccc1[N+]([O-])=O,91642
CCCCC/C=C/C/C=C/C/C=C/C/C=C/CCCC(O)=O,5312542
CCCCCCCCCCCCCCCCCCCCCCCCO,10472
[K+].[Ag+].[C-]#N.[C-]#N,10474
[Ag+].[C-]#N,10475
BrC#N,10476
ClC#N,10477
NC(N)=N.O[N+]([O-])=O,10481
CC(Br)=O,10482
CC(=O)C1CC2CC1C=C2,107366
CCC\C=C(/CC)CO,5362614
[Na+].[Na+].[Na+].[O-]C(=O)CN(CC([O-])=O)CC([O-])=O,21152
CC1=CC(C=O)C(=C[C@@H]2CC(C)(C)C[C@H]12)C=O,92330
O=CC1CCOCC1,9964078
CC(C)(C)c1ccc(cc1)C(O)CCCN2CCC(CC2)C(O)(c3ccccc3)c4ccccc4,5405
CC(C)(C)Cl,10486
[Cl-].c1ccc(cc1)[As+](c2ccccc2)(c3ccccc3)c4ccccc4,68179
CC[As](O)(O)=O,220807
CCC(C)(C)Br,68180
NC(O)C(Cl)(Cl)Cl,101722
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)I,10491
CC1(C)C2CCC1(C)C(O)C2,64685
CCCC[S](=N)(=O)CCC(N)C(O)=O,21157
[Na+].CC(C)N1C(=O)c2ccccc2[N-][S]1(=O)=O,13124860
CC1(C)C2CC3C(C2)C13C,79035
CC1CCC2C(OC(=O)C2=C)C3(C)C(=O)C=CC13O,257275
CC(C)NO.CC(C)NO.O[S](O)(=O)=O,116640
[H+].[Cl-].CC(=O)OC(CC([O-])=O)C[N+](C)(C)C,197763
[Cl-].[Cl-].[Cl-].[Cl-].[Ca++].[Ca++].CN1SC=CC1=O.CN2SC(=CC2=O)Cl,39799
o1c2ccccc2nc1c3ccc(c4oc5ccccc5n4)c6ccccc36,78769
CCO[Si](CCCCl)(OCC)OCC,78771
CCO[Si](CCCNCCN)(OCC)OCC,78772
Cc1cccc(Nc2cc(Cl)nc(SCC(O)=O)n2)c1C,5694
CCN(CC)c1ccc2c(Oc3cc(ccc3C24OC(=O)c5ccccc45)N(CC)CC)c1,62357
COC(=O)[C@@H](N)CCCN=C(N)N[N+]([O-])=O,39836
CCCCC(CCCCCC(O)=O)C(O)=O,6452288
[Na+].[Na+].[Na+].[Na+].Cc1cc(Nc2nc(NCCO)nc(Nc3ccc(N=Nc4cc5c(cccc5[S]([O-])(=O)=O)c(c4)[S]([O-])(=O)=O)c(C)c3)n2)ccc1N=Nc6cc7c(cccc7[S]([O-])(=O)=O)c(c6)[S]([O-])(=O)=O,170938
[Cl-].[Cl-].[Cl-].[Cr+3],24808
[Cl-].NC(=O)c1ccc[n+](Cc2ccccc2)c1,78774
CC(C)CCCCCCCCCCOCCCN,170945
CCCCOCCOCCOCc1cc2OCOc2cc1CCC,5794
[H+].[Cl-].CCN(CC)CCOC(=O)c1ccc(N)cc1,5795
[Cl-].CN1C=CC=C\C1=C/[NH+]=O,155906859
[nH]1cnc2ccccc12,5798
C1CN1c2nc(nc(n2)N3CC3)N4CC4,5799
BrC1=CNC(=O)NC1=O,5802
FC1=CNC(=O)NC1=O,3385
[Na+].Oc1ccc(Oc2c(I)cc(CC([O-])=O)cc2I)cc1I,23696732
Oc1ccc(cc1[N+]([O-])=O)[N+]([O-])=O,1493
[H+].[Cl-].CC(C)NCC(O)c1ccc(O)c(O)c1,5807
CN1[C@@H]2CC(C[C@H]1C3OC23)OC(=O)[C@H](CO)c4ccccc4,153311
OC1CNC(C1)C(O)=O,825
OC(=O)c1cc(Cl)cc(Cl)c1,5811
OC(=O)c1cc(Cl)c(Cl)c(Cl)c1,5812
NCC(O)c1ccc(O)c(O)c1.O[C@H]([C@@H](O)C(O)=O)C(O)=O,5813
NC[C@H](O)c1ccc(O)c(O)c1,439260
CNC[C@H](O)c1ccc(O)c(O)c1.O[C@H]([C@@H](O)C(O)=O)C(O)=O,5815
CNC[C@H](O)c1ccc(O)c(O)c1,5816
OC(=O)c1ccc(Cl)c(Cl)c1,5817
NCCc1[nH]cnc1,774
NC(Cc1cc(I)c(Oc2cc(I)c(O)c(I)c2)c(I)c1)C(O)=O,853
CCCC1=CC(=O)NC(=S)N1,657298
[Cl-].CN[C@@H](C)Cc1ccccc1.[H+],66124
NCCc1ccc(O)c(O)c1,681
C[C@H](N)Cc1ccccc1,5826
NCCc1ccc(O)cc1,5610
[H+].[Cl-].Nc1ccc(O)cc1,5828
CCOC(N)=O,5641
[Cl-].C[N+](C)(C)CCOC(N)=O,5831
CC(=O)OCC[N+](C)(C)C,187
CCOC(=O)C(O)(c1ccc(Cl)cc1)c2ccc(Cl)cc2,10522
CCC(CC)(C(O)=O)C(O)=O,68185
CC12[C@@H](O)C=C[C@@]3(OC1=O)[C@@H]4CC[C@@H]5C[C@]4(CC5=C)[C@H]([C@H]23)C(O)=O,443460
CC(C)(C)CCCCCC(=O)OC=C,162097
CC(=O)C(N=Nc1ccc(cc1Cl)c2ccc(N=NC(C(C)=O)C(=O)Nc3ccc(C)cc3C)c(Cl)c2)C(=O)Nc4ccc(C)cc4C,73462
COc1ccc2cc(Br)ccc2c1,78786
CC(C)O[P](=S)(CCl)Sc1ccc(C)cc1,78792
OCCO.OCC(O)CO,3084966
Cc1ccc(cc1)C2(NC(=O)NC2=O)c3ccccc3,92334
C=CC(=O)N1CCOCC1,98723
[Na+].NCCCCCCN.OC(=O)c1cc(cc(c1)[S](O)(=O)=O)C([O-])=O,23673596
[Na+].CO[S]([O-])(=O)=O,2735086
CO[P](=O)(OC)OC,10541
OC[C@H]1O[C@H](OC[C@H]2O[C@H](O[C@]3(CO)O[C@H](CO)[C@@H](O)[C@@H]3O)[C@H](O)[C@@H](O)[C@@H]2O)[C@H](O)[C@@H](O)[C@H]1O,439242
[OH-].OC[P+](CO)(CO)CO,10543
CC1(C)COCN1,62010
COc1ccc(cc1)\C=C/2N=C(OC2=O)c3ccc(cc3)C4=NC(=C/c5ccc(OC)cc5)/C(=O)O4,6441668
Clc1cc2oc3cc(Cl)c(Cl)cc3c2cc1Cl,39929
CCc1cccc(C)c1N(C(C)COC)C(=O)CCl,4169
CCCOCCN(C(=O)CCl)c1c(CC)cccc1CC,91644
[Cl-].Cl\C=C/C[N+]12CN3CN(CN(C3)C1)C2,6435993
CN(C)C1=NC(=O)N(C2CCCCC2)C(=O)N1C,39965
[O-][N+](=O)c1cc(ccc1Nc2ccccc2)[S](=O)(=O)Nc3ccccc3,21201
O=C=NC1CCC(CC1)CC2CCC(CC2)N=C=O,21202
CC(C)(C)CCCCC1(OO1)C(=O)OC(C)(C)CC(C)(C)C,6452377
CCCCCCCCCCCC(=O)OCC(COCCO)OCCO,3084971
[NH4+].C[P](O)(=O)CCC(N)C([O-])=O,53597
[Cl-].CCCCCCCCCCCCCCCC(=O)NCCC[N+](C)(C)C,171016
CC(C)N[P](=O)(NC(C)C)O[P](=O)(NC(C)C)NC(C)C,5420
CCCO[P](=O)(OCCC)OCCC,10546
CC=C(C)C,10553
CC(C)CCl,10554
CC(=C)CO,10557
CCC(C)I,10559
[Ba++].[O-]C([O-])=O,10563
[Cd++].[O-]C([O-])=O,10564
CC(=C)C(C)=C,10566
C[C@@H](O)[C@H](C)O,220010
OC(C#N)C(Cl)(Cl)Cl,101730
CCCCOCC(C)O,21210
[Cl-].[Hg+],24182
Fc1ccc(c(F)c1)C(=O)CCl,588083
COC(=O)C(C)Oc1ccc(Oc2ccc(Cl)cc2Cl)cc1,39985
[Mn++].O[P]([O-])([O-])=O,6452420
CCCCCOC(=O)Cc1ccccc1,98492
[Cl-].CCCCCCCC[N+](C)(CCCCCCCC)CCCCCCCC,21218
[Na+].OC(=O)CC(C([O-])=O)[S](O)(=O)=O,23668511
[Na+].[O-][S](=O)(=O)c1ccc(Cl)cc1,517331
COCCc1ccc(OCC(O)CNC(C)C)cc1,4171
O.[Na+].[Na+].[Cu++]|1|N(CCN|1(CC([O-])=O)CC(=O)C[O-])(CC([O-])=O)CC([O-])=O,119483
CC(C)C1=CC2=CC[C@@H]3[C@](C)(CCC[C@@]3(C)C(O)=O)[C@H]2CC1,10569
CC(=O)OCC(=O)[C@@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]12C,225609
[Na+].[Na+].CCN(Cc1cccc(c1)[S]([O-])(=O)=O)c2ccc(cc2)[C+](c3ccc(cc3)N(CC)Cc4cccc(c4)[S]([O-])(=O)=O)c5ccc(cc5)[S]([O-])(=O)=O,21223
[Cl-].CC(=C)C(=O)NCCC[N+](C)(C)C,106428
CCOCCOC(C)(C)C,40007
Cc1ccc(Br)cc1F,171040
CN=C(NCCSCc1nc[nH]c1C)NC#N,2756
[Na+].[O-][S](=O)(=O)c1ccccc1,517327
CCO[S](=O)(=O)c1ccccc1,10585
CCOC(=O)C(Cl)(Cl)Cl,10588
CCCCOCNC(=O)C(C)=C,78832
CCCCCc1ccc(Br)cc1,2735599
CC(CCC=C(C)C)CC#N,3033030
COC1/C=C/OC2(C)Oc3c(C)c(O)c4c(O)c(NC(=O)C(=C/C=C/C(C)C(O)C(C)C(O)C(C)C(OC(C)=O)C1C)/C)c(CN5CCOCC5)c(O)c4c3C2=O,5382548
O.O.[Na+].ClN1C(=O)[N-]C(=O)N(Cl)C1=O,23667638
CN(C)C(=O)Oc1cccnc1,98821
CCCC[Sn]=O,6328285
C[C@@H]/1CC(=C/CC2C[C@@H](C[C@]3(CC[C@H](C)C(C)O3)O2)OC(=O)[C@@H]4C=C(C)[C@@H](O)[C@H]5OCC(=C\C=C1)/[C@@]45O)/C,6436638
CCC1O[C@]2(CCC1C)C[C@@H]3C[C@@H](C\C=C(/C)CC(C)/C=C/C=C/4CO[C@@H]5[C@H](O)C(=C[C@@H](C(=O)O3)[C@]45O)C)O2,6436669
[Fe++].[O-]C(=O)C([O-])=O,10589
CC(C)C(C(=O)OC(C#N)c1cccc(Oc2ccccc2)c1)c3ccc(Cl)cc3,3347
[O-][N+](=O)c1ccccc1OCCOc2ccccc2[N+]([O-])=O,394580
CC[Hg]N(c1ccccc1)[S](=O)(=O)c2ccc(C)cc2,10598
CC(=O)C1CCOC1=O,10601
Oc1cc2C[C@]3(O)COc4c(O)c(O)ccc4[C@@H]3c2cc1O,320930
COc1c(OC)c(OC)c2C(=O)c3ccccc3N(C)c2c1OC,101253
O=C(Nc1snnc1)Nc2ccccc2,40087
CCCCCCC#CCCO,103940
[O-][N+](=O)c1cccc(C#N)c1C#N,162652
C[S](=O)(=O)Nc1ccccc1Oc2ccccc2,103958
CC(C)(C)CC(C)(C)N(c1ccccc1)c2cccc3ccccc23,40123
CC(=C)C(=O)OCCC[Si](OC(C)=O)(OC(C)=O)OC(C)=O,103966
[H+].[Cl-].OC(C1CCCCN1)c2cc(nc3c2cccc3C(F)(F)F)C(F)(F)F,441362
ClCC1(CCl)C2CC(Cl)(Cl)C1(CCl)C(Cl)C2Cl,40126
COc1cc(cc(OC)c1OC)[C@H]2[C@@H]3[C@H](COC3=O)[C@@H](O)c4cc5OCOc5cc24,10607
OC(=O)c1ccccc1C2c3ccc(O)cc3Oc4cc(O)ccc24,68205
[Na+].[Na+].[O-]C(=O)c1ccccc1C2=C3C=CC(=O)C=C3Oc4cc([O-])ccc24,10608
Cc1cc(O)c2C(=O)c3c(O)cc(O)cc3C(=O)c2c1,3220
Oc1cc(O)c2C(=O)c3ccccc3C(=O)c2c1,196978
CCCCCCCCCc1ccccc1OCCO.O[P](O)(O)=O,22833336
[Cl-].C[N+](C)(CCO)CCCNC(=O)[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO,40138
CC(C)CCCCCOC(=O)COc1ccc(Cl)cc1Cl.CC(C)CCCCCOC(=O)COc2cc(Cl)c(Cl)cc2Cl,6452515
[OH-]|[Pt](|[OH-])(|[OH-])(|[OH-])(|[OH-])|[OH-].[H+].[H+],3084992
CCO[Si](CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)(OCC)OCC,103991
Cc1c(cc([N-][N+](=O)c2cc(c(C)c(c2)[N+]([O-])=O)[N+]([O-])=O)cc1[N+]([O-])=O)[N+]([O-])=O,108119
COc1cc(N=Nc2c(Br)cc(cc2[N+]([O-])=O)[N+]([O-])=O)c(NC(C)=O)cc1N(CC=C)CC=C,103997
CCC1(CO)COCOC1,78860
[Mn].CC(O)C([O-])=O,3016705
CC1(C)[C@@H](C=C(Cl)Cl)[C@@H]1C(=O)OCc2cccc(Oc3ccccc3)c2,40159
Clc1ccc(Oc2ccccc2)c(Cl)c1,92339
COc1ccc(C=O)c(C(O)=O)c1OC,68210
[Na+].[Na+].CN1C(=C(I)C(=O)C(=C1C([O-])=O)I)C([O-])=O,68211
c1ccc(cc1)C(c2ccccc2)c3ccccc3,10614
CC(=O)N(c1ccccc1)c2ccccc2,10615
CC(=O)OCCO,10960
Nc1ccc2[nH]ccc2c1,78867
ClCC(Cl)C1CCC(Cl)C(Cl)C1,40190
OCCOCCOCCCl,78871
CC(=O)S[C@@H]1CC2=CC(=O)CC[C@]2(C)[C@H]3CC[C@@]4(C)[C@@H](CC[C@@]45CCC(=O)O5)[C@H]13,5833
S=[P](N1CC1)(N2CC2)N3CC3,5453
[Cl-].CN1CC[C@]23[C@H]4Oc5c(O)ccc(C[C@@H]1[C@@H]2C=C[C@@H]4O)c35.[H+],5464110
C[C@]12CCC(=O)C=C1CC[C@H]3[C@@H]4CC[C@H](C(=O)CO)[C@]4(C[C@H](O)[C@H]23)C=O,5839
C1CN1[P]2(=N[P](=N[P](=N2)(N3CC3)N4CC4)(N5CC5)N6CC6)N7CC7,5845
OCC(Br)(CO)[N+]([O-])=O,2450
COc1ccc(CCN(C)CCCC(C#N)(C(C)C)c2ccc(OC)c(OC)c2)cc1OC,2520
CCO[P](=S)(OCC)Oc1cc(C)c(SC)c(C)c1,66126
CC(C)(S)C(N)C(O)=O,4727
CC(C)(S)[C@@H](N)C(O)=O,5852
CO[P](=O)(OC)C(O)C(Cl)(Cl)Cl,5853
CO[P](=S)(OC)Oc1ccc(cc1)[S](=O)(=O)N(C)C,5859
OC1(CCN(CCCC(=O)c2ccc(F)cc2)CC1)c3ccc(Cl)cc3,3559
[Cl-].N[C@@H](CS)C(O)=O.[H+],60960
NC(CS)C(O)=O,594
Oc1ccc(cc1)C2=CC(=O)c3c(O)cc(O)cc3O2,5280443
CC(=O)C1C(=O)OC(=CC1=O)C,122903
C[C@H]1C[C@@H]2[C@H](CC[C@@]3(C)[C@H]2CC[C@]3(O)C(C)=O)[C@@]4(C)CCC(=O)C=C14,10631
[Ti].[Ti].[Ti].[Ti].[Ti].[Ti].[Ti].[Ti].[Ti].[Ti].[Ti].[Ni].[Ni].[Ni].[Ni].[Ni].[Ni].[Ni].[Ni].[Ni].[Ni].[Ni].[Ni].[Ni].[Ni],3081502
CC(=O)Nc1ccc(Cl)cc1C(O)=O,346199
CN(C)CCCNC(=O)C(C)=C,78882
OC(=O)/C=C/C=C(Cl)/C(O)=O,5779018
CC1=C(/C=C/C(C)(O)C=C)C(C)(C)CCC1,6436846
C[C@]1(O)CC[C@H]2[C@@H]3CC[C@H]4CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C,10633
C[C@]12CC[C@H]3[C@@H](CC[C@H]4CC(=O)CC[C@]34C)[C@@H]1CC[C@@H]2O,10635
Nc1cccc2C(=O)NNC(=O)c12,10638
COc1cc(OC)c2c(OC)c3ccoc3nc2c1OC,95708
CC(CN(C)C)CN1c2ccccc2CCc3ccccc13.OC(=O)\C=C/C(O)=O,5282318
COC1=C(Oc2c(ccc3occc23)C1=O)c4ccccc4,100633
Clc1ccc(cc1)C(Cl)(Cl)Cl,21277
Nc1ccccc1NC(=O)CCCCCCC(=O)NCc2cccc(c2)c3cccc(c3)C4OC(CC(O4)c5ccc(CO)cc5)CN6CCC(O)C6,5210081
CCN1C(=O)CC(=O)N(CC)C1=S,78890
[Na+].[Na+].CN(C)C(CS[S]([O-])(=O)=O)CS[S]([O-])(=O)=O,162117
[K+].Cc1cc(Cl)ccc1OCC([O-])=O,23682017
CCO[P](=S)(OCC)Oc1cc(C)nc(n1)N(C)C,21289
CCCCC1=C(C)NC(=NC1=O)N(C)C,135424353
CC(C)(Oc1ccc(cc1)C2CC2(Cl)Cl)C(O)=O,2763
CCc1ccc(CCO)nc1,78894
CCC(COC(=O)CCN1CC1)(COC(=O)CCN2CC2)COC(=O)CCN3CC3,93272
[Na+].[Na+].COc1cc(ccc1Nc2nc(Nc3ccc(cc3OC)N=Nc4cccc(c4)[S]([O-])(=O)=O)nc(n2)N(CCO)CCO)N=Nc5cccc(c5)[S]([O-])(=O)=O,6452599
CCN(CCC(=O)OC)c1ccc(cc1)N=Nc2snc3ccc(cc23)[N+]([O-])=O,104135
COc1cc(c(OC)cc1N)[S](=O)(=O)Nc2ccccc2,104143
O=C1Oc2c(C=C1)ccc3occc23,10658
COC1[C@@H](O)[C@H](O)C(O)[C@H](O)[C@H]1O,439990
CC(=C)O[Si](OC(C)=C)(OC(C)=C)c1ccccc1,104146
[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[O-][S](=O)(=O)c1ccc(c(Nc2nc(Nc3ccc(\C=C\c4ccc(Nc5nc(Nc6cc(ccc6[S]([O-])(=O)=O)[S]([O-])(=O)=O)nc(n5)N7CCOCC7)cc4[S]([O-])(=O)=O)c(c3)[S]([O-])(=O)=O)nc(n2)N8CCOCC8)c1)[S]([O-])(=O)=O,6441010
CC(C)OC(=O)C(C(=O)OC(C)C)=C1SCC[S]1=O,93275
CCCCN(CCC(=O)OCC)C(C)=O,104150
CC1(C)C(C=C(Cl)Cl)C1C(=O)OC(C#N)c2cccc(Oc3ccccc3)c2,2912
CCCCCCCCCCCC(=O)NCCCC[C@H](N)C(O)=O,104151
COC(=O)Nc1[nH]c2ccccc2n1.O[P](O)(O)=O,65417
Clc1cc(Cl)c(Oc2ccccc2)cc1Cl,40319
COC(N)=N,75544
COc1ccc2[nH]c3ccc(C)cc3c2c1,96944
CC1=C(SCCO1)C(=O)Nc2ccccc2,21307
C(CNc1cccc2ccccc12)CN3CCOCC3,78898
O=C1C=Cc2ccccc2C1=O,10667
CC(=O)OC1(CCCCC1)C#C,78903
C=CC(=O)OCCCOCC(COCCCOC(=O)C=C)OCCCOC(=O)C=C,93276
[K+].[K+].[O-]C(=O)CCCCCCCCC([O-])=O,3016755
Nc1cccc(c1)[S](=O)(=O)CCO,78905
CCOC(=O)C(Cl)(c1ccccc1)c2ccccc2,240547
CNc1nc(C)nc(OC)n1,160779
CC(C)NCC(O)COc1cccc2ccccc12,4946
C(Nc1ncnc2nc[nH]c12)c3occc3,3830
O=C1C=C(Oc2ccccc12)c3ccccc3,10680
[Na+].CC1(C)OC[C@@H]2O[C@]3(OC(C)(C)O[C@H]3[C@@H]2O1)C([O-])=O,23667639
SCc1cccc2ccccc12,136847
[Na+].OC(COCC=C)C[S]([O-])(=O)=O,23677323
CCCCCCCCCCCCCC(=O)N(C)CC(O)=O,104234
[Na+].Cc1ccc(cc1[S]([O-])(=O)=O)[N+]([O-])=O,21329
[Na+].[Na+].[Cr+3].Cc1nn(c([O-])c1N=Nc2cc(ccc2[O-])[S]([O-])(=O)=O)c3ccccc3.[O-]c4ccc(cc4N=Nc5c([O-])ccc6ccccc56)N=Nc7ccccc7,162687
CC1=C(C(=O)Nc2ccccc2)[S](=O)(=O)CCO1,21330
CN[C@@H](Cc1c[nH]c2ccccc12)C(O)=O,160511
OCCc1c[nH]c2ccccc12,10685
Cc1cccc(O)c1C,10687
[Cl-].ClCCCN1CC[NH+](CC1)c2cccc(Cl)c2,3016761
CC(=O)OCCN(CCC#N)c1ccc(cc1)N=Nc2c(Cl)cc(cc2Cl)[N+]([O-])=O,78916
[Cl-].C[N+](C)=CCC(O)CC(N)=O,6452677
[Na+].[Na+].[O-]B=O.[O-][Cl](=O)=O,198285
CCC(CO)(CO)CO.CC1CO1.CC2CO2.CC3CO3.C4CO4,6452679
OCCCOCC(OCCCO)C(OCCCO)C(OCCCO)C(COCCCO)OCCCO,171178
CC(=C)C(=O)OCCO.O[P](O)(O)=O,104265
CC1(C)[C@@H](C=C(Cl)Cl)[C@H]1C(=O)OCc2cccc(Oc3ccccc3)c2,40463
OCNC(=O)Oc1cccc2ccccc12,21341
Clc1ccc(Cl)c(c1)c2c(Cl)c(Cl)cc(Cl)c2Cl,40471
Clc1cc(Cl)c(cc1Cl)c2c(Cl)cc(Cl)c(Cl)c2Cl,40476
Clc1ccc(c(Cl)c1Cl)c2c(Cl)cc(Cl)c(Cl)c2Cl,40478
Clc1ccc(c(Cl)c1Cl)c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl,40485
CCCCCCCCN(CCC(O)=O)CCC(O)=O,104276
Nc1ccc(O[P](=S)(Oc2ccc(N)cc2)Oc3ccc(N)cc3)cc1,104278
Cc1cc(N)c(cc1[N+]([O-])=O)[N+]([O-])=O,21343
COCCCN1C(=O)c2ccc3C(=O)n4c5ccc(C)cc5nc4c6ccc(C1=O)c2c36,104284
CCN(CC)c1ccc(N=Nc2c(Br)cc(cc2[N+]([O-])=O)[N+]([O-])=O)c(NC(C)=O)c1,104287
[Cu++].OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C([O-])=O.OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C([O-])=O,10692
CC1=C(C)C(=O)C(=C(C)C1=O)C,68238
Nc1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl,10693
Cc1cc(O)cc(C)c1C,10696
Cc1cc(C)c(O)c(C)c1,10698
C[NH+]1CC[NH2+][C@@H](C1)c2ccccc2,7016245
CC(c1ccccc1)(c2ccccc2)c3ccccc3,78926
Clc1ccc(Cl)c(c1)c2cc(Cl)c(Cl)c(Cl)c2Cl,40234
Clc1ccc(Cl)c(c1)c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl,40500
N.CNC.ClCC1CO1,6452708
CC1(C)CC(O)CC(C)(C)N1CCO,104301
Cc1cc(Cl)ccc1OCC(=O)Nc2ccccc2,675583
[OH-].[OH-].[Cu++].NCCN.NCCN,167115
COc1ccc(Cl)cc1NC(=O)CC(C)=O,98791
CC(=O)c1ccc(O)c(O)c1O,10706
[O-][N+](=O)c1ccccc1[N+]([O-])=O,10707
OCC1OC(OC2C(O)C(O)C(O)OC2CO)C(O)C(O)C1O,294
[O-][N+](=O)c1ccc(C=O)c(c1)[N+]([O-])=O,68250
[H+].[Mn++].Cc1cc(c(cc1Cl)N=Nc2c([O-])c(cc3ccccc23)C([O-])=O)[S]([O-])(=O)=O,172279
COc1ccc(cc1N\N=C2/C(=O)C(=Cc3ccccc23)C(=O)Nc4cc(OC)c(Cl)cc4OC)C(=O)Nc5ccccc5,9575851
Clc1ccc(Cl)c(N\N=C2\C(=O)C(=Cc3ccccc23)C(=O)Nc4ccc(NC(=O)C5=Cc6ccccc6C(=N/Nc7cc(Cl)ccc7Cl)\C5=O)c(Cl)c4)c1,9576552
CC(=O)C(N=Nc1cc(ccc1Cl)C(=O)Nc2cc(Cl)ccc2C)C(=O)Nc3cc(C)c(NC(=O)C(N=Nc4cc(ccc4Cl)C(=O)Nc5cc(Cl)ccc5C)C(C)=O)cc3C,110639
CC(C)(O)C(=O)Nc1ccc(c(c1)C(F)(F)F)[N+]([O-])=O,91649
CC1(C)C(C=C(Br)Br)C1C(=O)OC(C#N)c2cccc(Oc3ccccc3)c2,2982
OCCCNc1ccc2C(=O)N(CCCO)C(=O)c3cccc1c23,65422
CC1(C)CNCC(C)(C)C1OC(=O)CCCCCCCCC(=O)OC2C(C)(C)CNCC2(C)C,62018
CCCCCCCC[Si](Cl)(Cl)Cl,21354
CCCCCCCCCCCCCC(=O)OCCOCCO,101322
N#CSc1ccccc1,21357
CCCN(CCC)C(=O)SCc1ccccc1,62020
CC(C)(O)CC[C@@H](O)[C@](C)(O)[C@H]1CC[C@@]2(O)C3=CC(=O)[C@@H]4C[C@@H](O)[C@@H](O)C[C@]4(C)[C@H]3CC[C@]12C,5459840
Cc1ccccc1C#N,10721
Cc1ccccc1C=O,10722
NC1=NC(=O)C2=C(NC(=O)C=N2)N1,135398700
CC1=CC(=O)Oc2cc(O)c(O)cc12,5319502
CC1(C)[C@@H](C=C(Br)Br)[C@H]1C(=O)O[C@H](C#N)c2cccc(Oc3ccccc3)c2,40585
OC(=O)CC1CCCCC1,21363
COC(=O)c1ccc(C(=O)OC)c(c1)[N+]([O-])=O,21364
CCOC(=O)C(=Cc1ccccc1)C(=O)OCC,94751
Clc1ccccc1C(=O)c2ccccc2Cl,347097
Cc1cccc(C)c1NC(=O)C[NH+]2CC[NH2+]CC2,2608605
CCCCCCCCCCCCCCCC(=O)N1CCOCC1,220414
C[C@]12CCC(=O)C=C1CC[C@H]3[C@@H]4CC[C@](O)(C(=O)CO)[C@@]4(C)CC(=O)[C@H]23,222786
C[C@]12CC[C@H]3[C@@H](CCc4cc(O)ccc34)[C@@H]1CCC2=O,5870
ClC(Cl)C(c1ccc(Cl)cc1)c2ccccc2Cl,4211
[Cl-].COC(=O)[C@H]1[C@H](C[C@H]2CC[C@H]1N2C)OC(=O)c3ccccc3.[H+],5871
C[C@]12CC[C@H]3[C@@H](CC=C4C[C@@H](O)CC[C@]34C)[C@@H]1CCC2=O,5881
c1ccc2c(c1)ccc3cc4c(ccc5ccccc45)cc23,5889
